,Opening,Title,Studio,Medium
1607,JANUARY,Prefontaine,Hollywood Pictures,Live action
1608,JANUARY,Zeus and Roxanne,Metro-Goldwyn-Mayer / Rysher Entertainment,Live action
1609,JANUARY,Gridlock'd,Gramercy Pictures,Live action
1610,JANUARY,Johns,First Look International,Live action
1611,JANUARY,Meet Wally Sparks,Largo Entertainment / JVC / Trimark Pictures,Live action
1612,JANUARY,Shadow Conspiracy,Hollywood Pictures / Cinergi Pictures,Live action
1613,JANUARY,Star Wars (Special Edition),20th Century Fox / Lucasfilm,Live action
1614,JANUARY,Waiting for Guffman,Sony Pictures Classics,Live action
1615,FEBRUARY,The Beautician and the Beast,Paramount Pictures,Live action
1616,FEBRUARY,Dante's Peak,Universal Pictures,Live action
1617,FEBRUARY,The Pest,TriStar Pictures / The Bubble Factory,Live action
1618,FEBRUARY,SubUrbia,Sony Pictures Classics / Castle Rock Entertainment,Live action
1619,FEBRUARY,Dangerous Ground,New Line Cinema / Ghettobird Productions / Cube Vision Productions,Live action
1620,FEBRUARY,Absolute Power,Columbia Pictures / Castle Rock Entertainment,Live action
1621,FEBRUARY,Fools Rush In,Columbia Pictures,Live action
1622,FEBRUARY,That Darn Cat,Walt Disney Pictures,Live action
1623,FEBRUARY,The Graduate (re-release),United Artists,Live action
1624,FEBRUARY,Touch,United Artists,Live action
1625,FEBRUARY,Vegas Vacation,Warner Bros. Pictures / Jerry Weintraub Productions,Live action
1626,FEBRUARY,Asteroid,NBC Studios / Davis Entertainment,Live action
1627,FEBRUARY,Blood and Wine,Fox Searchlight Pictures,Live action
1628,FEBRUARY,The Empire Strikes Back (Special Edition),20th Century Fox / Lucasfilm,Live action
1629,FEBRUARY,Lost Highway,October Films,Live action
1630,FEBRUARY,Rosewood,Warner Bros. Pictures / Peters Entertainment,Live action
1631,FEBRUARY,Miss Evers' Boys,HBO NYC Productions / Anasazi Productions,Live action
1632,FEBRUARY,Leprechaun 4: In Space,Trimark Pictures / Vidmark Entertainment / Blue Rider Productions,Live action
1633,FEBRUARY,Booty Call,Columbia Pictures,Live action
1634,FEBRUARY,Donnie Brasco,TriStar Pictures / Mandalay Entertainment,Live action
1635,FEBRUARY,Hard Eight,The Samuel Goldwyn Company,Live action
1636,FEBRUARY,Kama Sutra: A Tale of Love,Trimark Pictures,Live action
1637,FEBRUARY,Smilla's Sense of Snow,Fox Searchlight Pictures,Live action
1638,MARCH,The Daytrippers,Cinépix Film Properties,Live action
1639,MARCH,Good Luck,Moki,Live action
1640,MARCH,Jungle 2 Jungle,Walt Disney Pictures / TF1 International,Live action
1641,MARCH,Private Parts,Paramount Pictures / Rysher Entertainment / Northern Lights Entertainment,Live action
1642,MARCH,City of Industry,Orion Pictures / Largo Entertainment,Live action
1643,MARCH,Love Jones,New Line Cinema,Live action
1644,MARCH,Ponette,Arrow Releasing,Live action
1645,MARCH,Return of the Jedi (Special Edition),20th Century Fox / Lucasfilm,Live action
1646,MARCH,The Second Civil War,HBO Pictures / Baltimore Pictures,Live action
1647,MARCH,"Honey, We Shrunk Ourselves",Walt Disney Home Video,Live action
1648,MARCH,Crash,Fine Line Features,Live action
1649,MARCH,The Godfather (re-release),Paramount Pictures,Live action
1650,MARCH,Liar Liar,Universal Pictures / Imagine Entertainment,Live action
1651,MARCH,Selena,Warner Bros. Pictures,Live action
1652,MARCH,Cats Don't Dance,Warner Bros. Pictures / Turner Feature Animation,Animation
1653,MARCH,The Devil's Own,Columbia Pictures,Live action
1654,MARCH,The 6th Man,Touchstone Pictures / Mandeville Films,Live action
1655,MARCH,B*A*P*S,New Line Cinema,Live action
1656,MARCH,Turbo: A Power Rangers Movie,20th Century Fox / Saban Entertainment,Live action
1657,APRIL,Anna Karenina,Warner Bros. Pictures / Icon Productions,Live action
1658,APRIL,Chasing Amy,Miramax Films,Live action
1659,APRIL,Das Boot (Director's Cut) (re-release),Constantin Film / Columbia Pictures / Bavaria Film / Radiant Film / Westdeutscher Rundfunk / SWR Fernsehen,Live action
1660,APRIL,Double Team,Columbia Pictures / Mandalay Entertainment,Live action
1661,APRIL,Inventing the Abbotts,20th Century Fox / Fox 2000 Pictures / Imagine Entertainment,Live action
1662,APRIL,The Saint,Paramount Pictures / Rysher Entertainment,Live action
1663,APRIL,That Old Feeling,Universal Pictures / The Bubble Factory,Live action
1664,APRIL,Anaconda,Columbia Pictures,Live action
1665,APRIL,Grosse Pointe Blank,Hollywood Pictures / Caravan Pictures,Live action
1666,APRIL,Keys to Tulsa,Polygram Filmed Entertainment / ITC Entertainment,Live action
1667,APRIL,Paradise Road,Fox Searchlight Pictures,Live action
1668,APRIL,Kissed,Orion Pictures / Goldwyn Entertainment Company,Live action
1669,APRIL,8 Heads in a Duffel Bag,Orion Pictures,Live action
1670,APRIL,McHale's Navy,Universal Pictures / The Bubble Factory,Live action
1671,APRIL,Murder at 1600,Warner Bros. Pictures / Regency Enterprises,Live action
1672,APRIL,In the Gloaming,HBO NYC Productions,Live action
1673,APRIL,A Brother's Kiss,First Look Studios,Live action
1674,APRIL,Female Perversions,October Films,Live action
1675,APRIL,Romy and Michele's High School Reunion,Touchstone Pictures,Live action
1676,APRIL,Shiloh,Legacy Releasing / Zeta Entertainment / Utopia Pictures / Good Dog Productions / Carl Borack Productions,Live action
1677,APRIL,Volcano,20th Century Fox / Fox 2000 Pictures,Live action
1678,APRIL,Stephen King's The Shining,Warner Bros. Television / Lakeside Productions / ABC,Live action
1679,APRIL,Children of the Revolution,Miramax Films,Live action
1680,MAY,Austin Powers: International Man of Mystery,New Line Cinema / Moving Pictures,Live action
1681,MAY,Breakdown,Paramount Pictures / Dino De Laurentiis Company,Live action
1682,MAY,Broken English,Sony Pictures Classics,Live action
1683,MAY,Commandments,Gramercy Pictures / Northern Lights Entertainment,Live Action
1684,MAY,"Truth or Consequences, N.M.",Triumph Films / Ink Slinger Productions,Live action
1685,MAY,Warriors of Virtue,Metro-Goldwyn-Mayer,Live action
1686,MAY,Knots Landing: Back to the Cul-de-Sac,CBS / Warner Bros. Television,Live action
1687,MAY,Fathers' Day,Warner Bros. Pictures / Silver Pictures,Live action
1688,MAY,The Fifth Element,Columbia Pictures,Live action
1689,MAY,Nowhere,Fine Line Features,Live action
1690,MAY,Twin Town,Gramercy Pictures / PolyGram Filmed Entertainment,Live action
1691,MAY,Underworld,Trimark Pictures,Live action
1692,MAY,"20,000 Leagues Under the Sea",ABC / Village Roadshow Pictures Television / Frederick S. Pierce Company,Live action
1693,MAY,The Last Don,CBS,Live action
1694,MAY,Quicksilver Highway,20th Century Fox Television,Live action
1695,MAY,Sprung,Trimark Pictures,Live action
1696,MAY,Love! Valour! Compassion!,Fine Line Features,Live action
1697,MAY,Night Falls on Manhattan,Paramount Pictures / Spelling Films,Live action
1698,MAY,The Second Jungle Book: Mowgli & Baloo,TriStar Pictures,Live action
1699,MAY,The Van,20th Century Fox / Beacon Pictures / Deadly Films / BBC Films,Live action
1700,MAY,Weapons of Mass Distraction,HBO Pictures,Live action
1701,MAY,The Odyssey,NBC / Hallmark Entertainment / American Zoetrope,Live action
1702,MAY,Addicted to Love,Warner Bros. Pictures,Live action
1703,MAY,The Lost World: Jurassic Park,Universal Pictures / Amblin Entertainment,Live action
1704,MAY,Gone Fishin',Hollywood Pictures / Caravan Pictures,Live action
1705,MAY,'Til There Was You,Paramount Pictures / Lakeshore Entertainment,Live action
1706,MAY,Trial and Error,New Line Cinema,Live action
1707,JUNE,Buddy,Columbia Pictures / Jim Henson Pictures / American Zoetrope,Live action
1708,JUNE,Con Air,Touchstone Pictures / Jerry Bruckheimer Films,Live action
1709,JUNE,Speed 2: Cruise Control,20th Century Fox,Live action
1710,JUNE,Temptress Moon,Miramax Films,Live action
1711,JUNE,Ulee's Gold,Orion Pictures,Live action
1712,JUNE,Wedding Bell Blues,BMG Independents,Live action
1713,JUNE,Path to Paradise: The Untold Story of the World Trade Center Bombing,HBO NYC Productions,Live action
1714,JUNE,For Roseanna,Fine Line Features,Live action
1715,JUNE,Batman & Robin,Warner Bros. Pictures,Live action
1716,JUNE,My Best Friend's Wedding,TriStar Pictures / Zucker Brothers Productions,Live action
1717,JUNE,The Last Time I Committed Suicide,Tapestry Films / The Kushner-Locke Company,Live action
1718,JUNE,Dream with the Fishes,Sony Pictures Classics,Live action
1719,JUNE,Head Above Water,Fine Line Features,Live action
1720,JUNE,Face/Off,Paramount Pictures / Touchstone Pictures,Live action
1721,JUNE,Hercules,Walt Disney Pictures,Animation
1722,JULY,Men in Black,Columbia Pictures / Amblin Entertainment,Live action
1723,JULY,Out to Sea,20th Century Fox,Live action
1724,JULY,Wild America,Warner Bros. Pictures / Morgan Creek Productions,Live action
1725,JULY,4 Little Girls,HBO,Live action
1726,JULY,Contact,Warner Bros. Pictures,Live action
1727,JULY,"This World, Then the Fireworks",Orion Pictures / Largo Entertainment,Live action
1728,JULY,A Simple Wish,Universal Pictures / The Bubble Factory,Live action
1729,JULY,George of the Jungle,Walt Disney Pictures / Mandeville Films,Live action
1730,JULY,"Kiss Me, Guido",Paramount Pictures,Live action
1731,JULY,Mrs. Brown,Miramax Films,Live action
1732,JULY,Nothing to Lose,Touchstone Pictures,Live action
1733,JULY,The Swan Princess: Escape from Castle Mountain,Nest Family Entertainment / Crest Animation Productions,Animation
1734,JULY,Star Maps,Fox Searchlight Pictures,Live action
1735,JULY,Air Force One,Columbia Pictures / Beacon Pictures,Live action
1736,JULY,Box of Moonlight,Largo Entertainment / Lakeshore Entertainment,Live action
1737,JULY,Good Burger,Paramount Pictures / Nickelodeon Movies,Live action
1738,JULY,Hostile Waters,HBO Pictures,Live action
1739,JULY,One Eight Seven,Warner Bros. Pictures / Icon Productions,Live action
1740,AUGUST,Air Bud,Walt Disney Pictures / Keystone Entertainment,Live action
1741,AUGUST,In the Company of Men,Sony Pictures Classics,Live action
1742,AUGUST,Picture Perfect,20th Century Fox,Live action
1743,AUGUST,Spawn,New Line Cinema / Pull Down Your Pants Pictures,Live action
1744,AUGUST,Pooh's Grand Adventure: The Search for Christopher Robin,Walt Disney Home Video,Animation
1745,AUGUST,Def Jam's How to Be a Player,Gramercy Pictures,Live action
1746,AUGUST,Career Girls,October Films / Film Four Distributors,Live action
1747,AUGUST,Conspiracy Theory,Warner Bros. Pictures / Silver Pictures,Live action
1748,AUGUST,Free Willy 3: The Rescue,Warner Bros. Pictures / Regency Enterprises,Live action
1749,AUGUST,Traveller,October Films / Traveler Production Company L.I.c. / Banner Entertainment / MDP Worldwide,Live action
1750,AUGUST,The Full Monty,Fox Searchlight Pictures,Live action
1751,AUGUST,Cop Land,Miramax Films,Live action
1752,AUGUST,Event Horizon,Paramount Pictures,Live action
1753,AUGUST,Paperback Romance,Goldwyn Films,Live action
1754,AUGUST,Steel,Warner Bros. Pictures,Live action
1755,AUGUST,12 Angry Men,Showtime Networks / MGM Television,Live action
1756,AUGUST,Subway Stories: Tales from the Underground,HBO NYC Productions,Live action
1757,AUGUST,G.I. Jane,Hollywood Pictures / Caravan Pictures / Roger Birnbaum Productions,Live action
1758,AUGUST,Leave It to Beaver,Universal Pictures,Live action
1759,AUGUST,Masterminds,Columbia Pictures,Live action
1760,AUGUST,Mimic,Dimension Films / Miramax Films,Live action
1761,AUGUST,Money Talks,New Line Cinema,Live action
1762,AUGUST,A Smile Like Yours,Paramount Pictures / Rysher Entertainment,Live action
1763,AUGUST,George Wallace,TNT,Live action
1764,AUGUST,Snow White: A Tale of Terror,PolyGram Filmed Entertainment / Interscope Communications,Live action
1765,AUGUST,Hoodlum,Metro-Goldwyn-Mayer,Live action
1766,AUGUST,Excess Baggage,Columbia Pictures,Live action
1767,AUGUST,Kull the Conqueror,Universal Pictures,Live action
1768,AUGUST,She's So Lovely,Miramax Films,Live action
1769,SEPTEMBER,Fire Down Below,Warner Bros. Pictures,Live action
1770,SEPTEMBER,Julian Po,Fine Line Features,Live action
1771,SEPTEMBER,First Time Felon,HBO Pictures,Live action
1772,SEPTEMBER,Casper: A Spirited Beginning,20th Century Fox Home Entertainment / Saban Entertainment / The Harvey Entertainment Company / Brookwell McNamara Entertainment / Fox Family Films,Live action
1773,SEPTEMBER,Two Girls and a Guy,Fox Searchlight Pictures,Live action
1774,SEPTEMBER,The Disappearance of Garcia Lorca,Triumph Films,Live action
1775,SEPTEMBER,The End of Violence,Metro-Goldwyn-Mayer,Live action
1776,SEPTEMBER,The Game,PolyGram Filmed Entertainment,Live action
1777,SEPTEMBER,The Myth of Fingerprints,Sony Pictures Classics,Live action
1778,SEPTEMBER,The Brave Little Toaster Goes to Mars (Canadian theatrical release),"Hyperion Pictures / The Kushner-Locke Company / Morning Sun Animation Group, Inc.",Animation
1779,SEPTEMBER,Going All the Way,Gramercy Pictures / PolyGram Filmed Entertainment / Lakeshore Entertainment,Live action
1780,SEPTEMBER,L.A. Confidential,Warner Bros. Pictures / Regency Enterprises,Live action
1781,SEPTEMBER,In & Out,Paramount Pictures,Live action
1782,SEPTEMBER,A Thousand Acres,Touchstone Pictures / Beacon Pictures / PolyGram / Propaganda Films,Live action
1783,SEPTEMBER,Wishmaster,LIVE Entertainment,Live action
1784,SEPTEMBER,The Assignment,Triumph Films / Sony Pictures Releasing,Live action
1785,SEPTEMBER,The Edge,20th Century Fox,Live action
1786,SEPTEMBER,The Ice Storm,Fox Searchlight Pictures,Live action
1787,SEPTEMBER,The Peacemaker,DreamWorks,Live action
1788,SEPTEMBER,Soul Food,20th Century Fox / Fox 2000 Pictures,Live action
1789,SEPTEMBER,Trojan War,Warner Bros. Pictures / Playback,Live action
1790,SEPTEMBER,Cloned,NBC Studios / Sid Feders Productions / Spring Creek Productions,Live action
1791,OCTOBER,"Fast, Cheap & Out of Control",Sony Pictures Classics,Live action
1792,OCTOBER,Kiss the Girls,Paramount Pictures,Live action
1793,OCTOBER,The Locusts,Orion Pictures / Renegade Films,Live action
1794,OCTOBER,The Matchmaker,Gramercy Pictures / PolyGram Filmed Entertainment / Working Title Films,Live action
1795,OCTOBER,U Turn,TriStar Pictures / Phoenix Pictures / Illusion Entertainment Group,Live action
1796,OCTOBER,Toothless,ABC / Disney Telefilms / Mandeville Films,Live action
1797,OCTOBER,Gang Related,Orion Pictures,Live action
1798,OCTOBER,Boogie Nights,New Line Cinema,Live action
1799,OCTOBER,The House of Yes,Miramax Films,Live action
1800,OCTOBER,Most Wanted,New Line Cinema,Live action
1801,OCTOBER,RocketMan,Walt Disney Pictures / Caravan Pictures / Roger Birnbaum Productions,Live action
1802,OCTOBER,Seven Years in Tibet,TriStar Pictures / Mandalay Entertainment,Live action
1803,OCTOBER,Washington Square,Hollywood Pictures / Caravan Pictures / Roger Birnbaum Productions,Live action
1804,OCTOBER,Telling Lies in America,Banner Entertainment,Live action
1805,OCTOBER,Bean,Gramercy Pictures / Working Title Films,Live action
1806,OCTOBER,Best Men,Orion Pictures,Live action
1807,OCTOBER,The Devil's Advocate,Warner Bros. Pictures / Regency Enterprises,Live action
1808,OCTOBER,I Know What You Did Last Summer,Columbia Pictures / Mandalay Entertainment,Live action
1809,OCTOBER,Playing God,Touchstone Pictures / Beacon Pictures,Live action
1810,OCTOBER,FairyTale: A True Story,Paramount Pictures / Warner Bros. Pictures / Icon Productions,Live action
1811,OCTOBER,Gattaca,Columbia Pictures / Jersey Films,Live action
1812,OCTOBER,A Life Less Ordinary,20th Century Fox,Live action
1813,OCTOBER,Under Wraps,Buena Vista Television,Live action
1814,OCTOBER,Tower of Terror,ABC / Walt Disney Television / Zaloom/Mayfield Productions,Live action
1815,OCTOBER,Critical Care,LIVE Entertainment / Village Roadshow Pictures,Live action
1816,OCTOBER,Red Corner,Metro-Goldwyn-Mayer,Live action
1817,OCTOBER,Switchback,Paramount Pictures / Rysher Entertainment,Live action
1818,NOVEMBER,Oprah Winfrey Presents Before Women Had Wings,ABC,Live action
1819,NOVEMBER,House of Frankenstein,NBC / Studios USA Television / Universal Television Entertainment,Live action
1820,NOVEMBER,Rodgers and Hammerstein's Cinderella,ABC / Buena Vista Television / Walt Disney Television / BrownHouse Productions / Storyline Entertainment,Live action
1821,NOVEMBER,Eve's Bayou,Trimark Pictures,Live action
1822,NOVEMBER,Mad City,Warner Bros. Pictures,Live action
1823,NOVEMBER,Starship Troopers,TriStar Pictures / Touchstone Pictures,Live action
1824,NOVEMBER,The Wings of the Dove,Miramax Films,Live action
1825,NOVEMBER,Angels in the Endzone,ABC / Buena Vista Television / Walt Disney Television / Arts & Leisure Corporation / Endzone Productions,Live action
1826,NOVEMBER,Beauty and the Beast: The Enchanted Christmas,Walt Disney Home Video,Animation
1827,NOVEMBER,The Jackal,Universal Pictures / Mutual Film Company / Alphaville Films,Live action
1828,NOVEMBER,Kiss or Kill,Beyond Films / New Vision Films,Live action
1829,NOVEMBER,The Little Mermaid (re-release),Walt Disney Pictures,Animation
1830,NOVEMBER,The Man Who Knew Too Little,Warner Bros. Pictures / Regency Enterprises,Live action
1831,NOVEMBER,The Tango Lesson,Sony Pictures Classics,Live action
1832,NOVEMBER,One Night Stand,New Line Cinema,Live action
1833,NOVEMBER,Don King: Only in America,HBO Pictures,Live action
1834,NOVEMBER,Bella Mafia,CBS / The Königsberg Company,Live action
1835,NOVEMBER,Oliver Twist,ABC / Buena Vista Television / Walt Disney Television,Live action
1836,NOVEMBER,Anastasia,20th Century Fox,Animation
1837,NOVEMBER,Midnight in the Garden of Good and Evil,Warner Bros. Pictures,Live action
1838,NOVEMBER,Mortal Kombat: Annihilation,New Line Cinema,Live action
1839,NOVEMBER,The Rainmaker,Paramount Pictures / Constellation Films / American Zoetrope,Live action
1840,NOVEMBER,The Sweet Hereafter,Fine Line Features,Live action
1841,NOVEMBER,Alien Resurrection,20th Century Fox,Live action
1842,NOVEMBER,Bent,Goldwyn Entertainment Company / Channel Four Films,Live action
1843,NOVEMBER,Flubber,Walt Disney Pictures / Great Oaks Entertainment,Live action
1844,NOVEMBER,Welcome to Sarajevo,Miramax Films,Live action
1845,NOVEMBER,The Love Bug,ABC / Buena Vista Television / Walt Disney Television,Live action
1846,DECEMBER,Good Will Hunting,Miramax Films,Live action
1847,DECEMBER,Deconstructing Harry,Fine Line Features,Live action
1848,DECEMBER,For Richer or Poorer,Universal Pictures / The Bubble Factory,Live action
1849,DECEMBER,Home Alone 3,20th Century Fox / Hughes Entertainment,Live action
1850,DECEMBER,Scream 2,Dimension Films,Live action
1851,DECEMBER,Breast Men,HBO Pictures,Live action
1852,DECEMBER,The Apostle,October Films,Live action
1853,DECEMBER,Mouse Hunt,DreamWorks,Live action
1854,DECEMBER,Titanic,20th Century Fox / Paramount Pictures,Live action
1855,DECEMBER,Tomorrow Never Dies,United Artists,Live action
1856,DECEMBER,Flash,ABC / Walt Disney Television,Live action
1857,DECEMBER,Amistad,DreamWorks,Live action
1858,DECEMBER,An American Werewolf in Paris,Hollywood Pictures,Live action
1859,DECEMBER,As Good as It Gets,TriStar Pictures,Live action
1860,DECEMBER,The Education of Little Tree,Paramount Pictures,Live action
1861,DECEMBER,Jackie Brown,Miramax Films / A Band Apart,Live action
1862,DECEMBER,Kundun,Touchstone Pictures,Live action
1863,DECEMBER,Mr. Magoo,Walt Disney Pictures,Live action
1864,DECEMBER,The Postman,Warner Bros. Pictures / Tig Productions,Live action
1865,DECEMBER,Wag the Dog,New Line Cinema,Live action
1866,DECEMBER,Afterglow,Sony Pictures Classics,Live action
1867,DECEMBER,Young and Dangerous 4,Television Corporation of Singapore,Live action
1868,DECEMBER,The Boxer,Universal Pictures,Live action
1869,DECEMBER,Oscar and Lucinda,Fox Searchlight Pictures,Live action
1870,JANUARY,Principal Takes a Holiday,ABC / Walt Disney Television / Storyline Entertainment,Live action
1871,JANUARY,Firestorm,20th Century Fox,Live action
1872,JANUARY,Fallen,Warner Bros. Pictures / Turner Pictures / Atlas Entertainment,Live action
1873,JANUARY,Half Baked,Universal Pictures,Live action
1874,JANUARY,Hard Rain,Paramount Pictures / PolyGram Filmed Entertainment / Mutual Film Company,Live action
1875,JANUARY,Ruby Bridges,ABC / Walt Disney Television / Marian Rees Associates,Live action
1876,JANUARY,The Gingerbread Man,PolyGram Filmed Entertainment,Live action
1877,JANUARY,Phantoms,Miramax Films / Dimension Films,Live action
1878,JANUARY,Slappy and the Stinkers,TriStar Pictures / The Bubble Factory,Live action
1879,JANUARY,Spice World,Columbia Pictures / PolyGram Filmed Entertainment / Icon Productions,Live action
1880,JANUARY,Star Kid,Trimark Pictures,Live action
1881,JANUARY,Swept from the Sea,TriStar Pictures / Phoenix Pictures,Live action
1882,JANUARY,Deep Rising,Hollywood Pictures / Cinergi Pictures,Live action
1883,JANUARY,Desperate Measures,TriStar Pictures / Mandalay Entertainment,Live action
1884,JANUARY,Great Expectations,20th Century Fox,Live action
1885,JANUARY,Zero Effect,Columbia Pictures / Castle Rock Entertainment,Live action
1886,JANUARY,Gia,HBO Pictures,Live action
1887,FEBRUARY,Blues Brothers 2000,Universal Pictures,Live action
1888,FEBRUARY,Nil by Mouth,20th Century Fox / ARP Selection / EuropaCorp / SE8 GROUP,Live action
1889,FEBRUARY,The Replacement Killers,Columbia Pictures,Live action
1890,FEBRUARY,The Borrowers,PolyGram Filmed Entertainment / Working Title Films / Universal Pictures,Live action
1891,FEBRUARY,Sphere,Warner Bros. Pictures / Baltimore Pictures,Live action
1892,FEBRUARY,The Wedding Singer,New Line Cinema / Brillstein-Grey Entertainment,Live action
1893,FEBRUARY,The Garbage Picking Field Goal Kicking Philadelphia Phenomenon,ABC / Buena Vista Television,Live action
1894,FEBRUARY,Dangerous Beauty,Warner Bros. Pictures / 20th Century Fox / Regency Enterprises / Bedford Falls Productions,Live action
1895,FEBRUARY,Love Walked In,TriStar Pictures,Live action
1896,FEBRUARY,Mrs Dalloway,First Look Pictures / First Look International / Newmarket Capitol Group / BBC Films,Live action
1897,FEBRUARY,Palmetto,Columbia Pictures / Castle Rock Entertainment,Live action
1898,FEBRUARY,Senseless,Miramax Films / Dimension Films / Mandeville Films,Live action
1899,FEBRUARY,An Alan Smithee Film: Burn Hollywood Burn,Hollywood Pictures / Cinergi Pictures,Live action
1900,FEBRUARY,Caught Up,Live Entertainment,Live action
1901,FEBRUARY,Dark City,New Line Cinema,Live action
1902,FEBRUARY,Eight Days a Week,Michael Davis,
1903,FEBRUARY,Kissing a Fool,Universal Pictures / Largo Entertainment,Live action
1904,FEBRUARY,Krippendorf's Tribe,Touchstone Pictures,Live action
1905,FEBRUARY,The Real Blonde,Paramount Pictures / Lakeshore Entertainment,Live action
1906,FEBRUARY,The Pentagon Wars,HBO NYC Productions,Live action
1907,MARCH,The Big Lebowski,Gramercy Pictures / PolyGram Filmed Entertainment / Working Title Films,Live action
1908,MARCH,Hush,TriStar Pictures,Live action
1909,MARCH,Twilight,Paramount Pictures,Live action
1910,MARCH,U.S. Marshals,Warner Bros. Pictures,Live action
1911,MARCH,Goldrush: A Real Life Alaskan Adventure,ABC / Walt Disney Television,Live action
1912,MARCH,Chairman of the Board,Trimark Pictures,Live action
1913,MARCH,Incognito,Warner Bros. Pictures,Live action
1914,MARCH,The Man in the Iron Mask,United Artists,Live action
1915,MARCH,Moby Dick,USA Pictures / American Zoetrope / Nine Network Australia,Live action
1916,MARCH,Batman & Mr. Freeze: SubZero,Warner Home Video,Animation
1917,MARCH,"Niagara, Niagara",The Shooting Gallery,Live action
1918,MARCH,Primary Colors,Universal Pictures / Mutual Film Company,Live action
1919,MARCH,Wild Things,Columbia Pictures / Mandalay Entertainment,Live action
1920,MARCH,Wide Awake,Miramax Films,Live action
1921,MARCH,Always Outnumbered,HBO Pictures,Live action
1922,MARCH,A Price Above Rubies,Miramax Films,Live action
1923,MARCH,Grease (re-release),Paramount Pictures,Live action
1924,MARCH,Meet the Deedles,Walt Disney Pictures / DIC Entertainment,Live action
1925,MARCH,The Newton Boys,20th Century Fox,Live action
1926,MARCH,The Proposition,PolyGram Filmed Entertainment,Live action
1927,MARCH,Ride,Dimension Films,Live action
1928,MARCH,Safety Patrol,ABC / Buena Vista Television / Walt Disney Television / Doug Draizin Productions,Live action
1929,MARCH,,,
1930,MARCH,,,
1931,MARCH,,,
1932,APRIL,Barney's Great Adventure,PolyGram Filmed Entertainment / Lyons Partnership / Lyrick Studios,Live action
1933,APRIL,The Butcher Boy,Warner Bros. Pictures,Live action
1934,APRIL,Lost in Space,New Line Cinema,Live action
1935,APRIL,Mercury Rising,Universal Pictures / Imagine Entertainment,Live action
1936,APRIL,The Spanish Prisoner,Sony Pictures Classics,Live action
1937,APRIL,The Players Club,New Line Cinema,Live action
1938,APRIL,3 Ninjas: High Noon at Mega Mountain,TriStar Pictures,Live action
1939,APRIL,The Big One,Miramax Films,Live action
1940,APRIL,City of Angels,Warner Bros. Pictures / Regency Enterprises / Atlas Entertainment,Live action
1941,APRIL,My Giant,Columbia Pictures / Castle Rock Entertainment,Live action
1942,APRIL,The Odd Couple II,Paramount Pictures,Live action
1943,APRIL,Species II,Metro-Goldwyn-Mayer,Live action
1944,APRIL,Chinese Box,Trimark Pictures,Live action
1945,APRIL,Homegrown,TriStar Pictures / Lakeshore Entertainment,Live action
1946,APRIL,Major League: Back to the Minors,Warner Bros. Pictures / Morgan Creek Productions,Live action
1947,APRIL,Nightwatch,Dimension Films,Live action
1948,APRIL,The Object of My Affection,20th Century Fox,Live action
1949,APRIL,Paulie,DreamWorks / Mutual Film Company,Live action
1950,APRIL,Sour Grapes,Columbia Pictures / Castle Rock Entertainment,Live action
1951,APRIL,Suicide Kings,Artisan Entertainment,Live action
1952,APRIL,Wild Man Blues,Fine Line Features,Live action
1953,APRIL,My Date with the President's Daughter,ABC / Buena Vista Television / Walt Disney Television,Live action
1954,APRIL,The Big Hit,TriStar Pictures,Live action
1955,APRIL,Dallas: War of the Ewings,CBS / Warner Bros. Television / Lakeside Productions,Live action
1956,APRIL,In God's Hands,TriStar Pictures,Live action
1957,APRIL,Music from Another Room,Orion Pictures,Live action
1958,APRIL,Scream 2 (re-release),Dimension Films,Live action
1959,APRIL,Sliding Doors,Paramount Pictures / Miramax Films / Mirage Enterprises,Live action
1960,APRIL,Tarzan and the Lost City,Warner Bros. Pictures / Village Roadshow Pictures,Live action
1961,APRIL,The Truce,Miramax Films,Live action
1962,APRIL,Two Girls and a Guy,Fox Searchlight Pictures,Live action
1963,APRIL,Merlin,NBC / Hallmark Entertainment,Live action
1964,MAY,Black Dog,Universal Pictures / Mutual Film Company,Live action
1965,MAY,"Dancer, Texas Pop. 81",TriStar Pictures,Live action
1966,MAY,He Got Game,Touchstone Pictures / 40 Acres and a Mule Filmworks,Live action
1967,MAY,Les Misérables,Columbia Pictures / Mandalay Entertainment,Live action
1968,MAY,Deep Impact,Paramount Pictures / DreamWorks,Live action
1969,MAY,Woo,New Line Cinema,Live action
1970,MAY,Bulworth,20th Century Fox,Live action
1971,MAY,Clockwatchers,BMG Independents,Live action
1972,MAY,The Horse Whisperer,Touchstone Pictures,Live action
1973,MAY,Quest for Camelot,Warner Bros. Pictures / Warner Bros. Feature Animation,Animation
1974,MAY,Creature,ABC,Live action
1975,MAY,Miracle at Midnight,ABC / Buena Vista Television / Walt Disney Television / Davis Entertainment / Disney Educational Productions,Live action
1976,MAY,The Brave Little Toaster Goes to Mars,Walt Disney Home Video,Animation
1977,MAY,Godzilla,TriStar Pictures / Centropolis Entertainment,Live action
1978,MAY,Fear and Loathing in Las Vegas,Universal Pictures / Rhino Entertainment / Summit Entertainment,Live action
1979,MAY,The Opposite of Sex,Sony Pictures Classics,Live action
1980,MAY,I Got the Hook-Up,Dimension Films,Live action
1981,MAY,Almost Heroes,Warner Bros. Pictures / Turner Pictures,Live action
1982,MAY,Hope Floats,20th Century Fox,Live action
1983,MAY,Insomnia,First Run Features,Live action
